168	木	き	나무
169	黄色い	きいろい	노랗다
170	消える	きえる	꺼지다. 사라지다. 지워지다
171	聞く	きく	듣다. 물어보다
172	北	きた	북쪽
173	ギター	ギター	기타
174	汚い	きたない	더럽다
175	喫茶店	きっさてん	찻집. 다방
176	切手	きって	우표
177	切符	きっぷ	표
178	昨日	きのう	어제
179	九	きゅう	구. 아홉
180	牛肉	ぎゅうにく	쇠고기
181	牛乳	ぎゅうにゅう	우유
182	今日	きょう	오늘
183	教室	きょうしつ	교실
184	兄弟	きょうだい	형제
185	去年	きょねん	작년
186	嫌いな	きらいな	싫어하는
187	着る	きる	입다
188	きれいな	きれいな	예쁜. 깨끗한
189	銀行	ぎんこう	은행
190	金曜日	きんようび	화요일
191	薬	くすり	약
192	果物	くだもの	과일
193	口	くち	입
194	靴	くつ	신발. 구두
195	靴下	くつした	양말
196	国	くに	나라
197	くらい/ぐらい	くらい/ぐらい	-정도. -만큼
198	暗い	くらい	어둡다
199	クラス	クラス	클래스. 반. 학급
200	来る	くる	오다
201	車	くるま	수레의 총칭. 차
202	黒い	くろい	검다. 까맣다
203	今朝	けさ	오늘 아침
204	消す	けす	끄다. 지우다
205	結婚	けっこん	결혼
206	月曜日	げつようび	화요일
207	元気な	げんきな	건강한. 잘 있는
208	五	ご	오. 다섯
209	-語	ご	-어(언어)
210	公園	こうえん	공원
211	紅茶	こうちゃ	홍차
212	交番	こうばん	파출소
213	声	こえ	소리
214	コート	コート	코트
215	コーヒー	コーヒー	커피
216	ここ	ここ	여기
217	午後	ごご	오후
218	九日	ここのか	9일
219	九つ	ここのつ	아홉 개
220	午前	ごぜん	오전
221	答える	こたえる	대답하다
222	ごちそうさまでした	ごちそうさまでした	잘 먹었습니다
223	こちら	こちら	이쪽
224	コップ	コップ	컵
225	今年	ことし	올해
226	子供	こども	아이. 자식
227	この	この	이
228	御飯	ごはん	밥
229	コピー	コピー	복사
230	困る	こまる	곤란하다
231	これ	これ	이것
232	-頃	ごろ	-경. -쯤
233	今月	こんげつ	이번달
234	今週	こんしゅう	이번주
235	こんな	こんな	이런
236	こんにちは	こんにちは	안녕하세요(낮인사)
237	今晩	こんばん	오늘 밤
238	こんばんは	こんばんは	안녕하세요(저녁인사)
239	-歳	さい	-살. -세
240	財布	さいふ	지갑
241	魚	さかな	물고기. 생선
242	先	さき	앞부분. 선두. 먼저
243	咲く	さく	(꽃이) 피다
244	作文	さくぶん	작문
245	雑誌	ざっし	잡지
246	砂糖	さとう	설탕
247	寒い	さむい	춥다
248	さようなら	さようなら	안녕히 가세요. 안녕히 계세요
249	さん	さん	-씨
250	三	さん	삼. 셋
251	散歩	さんぽ	산책
252	四	し	사. 넷
253	-時	じ	-시
254	塩	しお	소금
255	しか	しか	-밖에(+부정문)
256	時間	じかん	시간
257	仕事	しごと	일. 업무
258	辞書	じしょ	사전
259	静かな	しずかな	조용한
260	下	した	아래. 밑
261	七	しち	칠. 일곱
262	死ぬ	しぬ	죽다
263	閉まる	しまる	닫히다
264	締める	しめる	(넥타이를) 매다. 조이다. 조르다
265	閉める	しめる	닫다
266	写真	しゃしん	사진
267	シャツ	シャツ	셔츠
268	シャワー	シャワー	샤워
269	十	じゅう	십. 열
270	-週間	しゅうかん	-주일. -주간
271	宿題	しゅくだい	숙제
272	上手な	じょうずな	잘하는. 능숙한
273	丈夫な	じょうぶな	튼튼한
274	食堂	しょくどう	식당
275	知る	しる	(1G) (지식으로) 알다
276	白い	しろい	희다. 하얗다
277	-人	じん	-인. -사람
278	新聞	しんぶん	신문
279	水曜日	すいようび	화요일
280	吸う	すう	(담배를) 피우다. 들이마시다. 빨아들이다
281	スカート	スカート	치마
282	好きな	すきな	좋아하는
283	すぐ	すぐ	곧. 바로
284	少ない	すくない	적다
285	少し	すこし	조금. 약간. 좀
286	涼しい	すずしい	시원하다
287	ストーブ	ストーブ	스토브. 난로
288	スプーン	スプーン	스푼. 숟가락
289	スポーツ	スポーツ	스포츠
290	ズボン	ズボン	바지
291	すみません	すみません	죄송합니다
292	住む	すむ	살다
293	する	する	하다
294	座る	すわる	앉다
295	背	せ	키
296	生徒	せいと	(초중고등)학생
297	セーター	セーター	스웨터
298	狭い	せまい	좁다
299	ゼロ	ゼロ	제로. 영
300	千	せん	천
301	先月	せんげつ	지난달
302	先週	せんしゅう	지난주
303	先生	せんせい	선생. 스승
304	そこ	そこ	거기
305	そちら	そちら	그쪽
306	外	そと	밖. 바깥. 겉
307	その	その	그
308	そば	そば	곁. 옆
309	そば	そば	메밀 국수
310	空	そら	하늘
311	それ	それ	그것
312	そんな	そんな	그런
313	大学	だいがく	대학
314	大丈夫な	だいじょうぶな	괜찮은
315	大好きな	だいすきな	매우 좋아하는
316	台所	だいどころ	부엌
317	大変	たいへん	매우. 대단히
318	大変な	たいへんな	힘든. 큰일의
319	高い	たかい	높다. 비싸다
320	たくさん	たくさん	많이
321	タクシー	タクシー	택시
322	だけ	だけ	-만. -만큼
323	出す	だす	내다. 꺼내다. 내놓다
324	立つ	たつ	서다
325	建物	たてもの	건물
326	楽しい	たのしい	즐겁다
327	食べ物	たべもの	음식물. 먹을 것
328	食べる	たべる	먹다
329	卵	たまご	알. 달걀. 계란
330	誰	だれ	누구
331	誕生日	たんじょうび	생일
332	段々	だんだん	점점. 차차
333	小さい	ちいさい	작다
334	近い	ちかい	가깝다
335	近く	ちかく	가까운 곳. 근처
336	地下鉄	ちかてつ	지하철
337	父	ちち	(나의)아버지
338	ちょっと	ちょっと	조금. 좀. 잠깐
339	一日	ついたち	1일 (날짜)
340	使う	つかう	쓰다. 사용하다
341	次	つぎ	다음
342	机	つくえ	책상
343	作る	つくる	만들다
344	つもり	つもり	(-할)생각
345	強い	つよい	강하다. 세다
346	手	て	손
347	テープ	テープ	테이프
