1	あ	a	あ行
2	い	i	あ行
3	う	u	あ行
4	え	e	あ行
5	お	o	あ行
6	か	ka	か行
7	き	ki	か行
8	く	ku	か行
9	け	ke	か行
10	こ	ko	か行
11	さ	sa	さ行
12	し	shi	さ行
13	す	su	さ行
14	せ	se	さ行
15	そ	so	さ行
16	た	ta	た行
17	ち	chi	た行
18	つ	tsu	た行
19	て	te	た行
20	と	to	た行
21	な	na	な行
22	に	ni	な行
23	ぬ	nu	な行
24	ね	ne	な行
25	の	no	な行
26	は	ha	は行
27	ひ	hi	は行
28	ふ	fu	は行
29	へ	he	は行
30	ほ	ho	は行
31	ま	ma	ま行
32	み	mi	ま行
33	む	mu	ま行
34	め	me	ま行
35	も	mo	ま行
36	や	ya	や行
37	ゆ	yu	や行
38	よ	yo	や行
39	ら	ra	ら行
40	り	ri	ら行
41	る	ru	ら行
42	れ	re	ら行
43	ろ	ro	ら行
44	わ	wa	わ行
45	を	wo	わ行
46	ん	n	ん
